SEXO P1 P7 P16 P22 P26 P27 P29 P38 IMC
Hom 66.3 52.8 90.3 35.7 52.6 22.9 17 154.4 27.8
Hom 79.2 56.2 93.3 35 54.9 24.2 18.1 162.2 30.1
Hom 88.1 55 103.3 36.5 63.3 25.6 19.7 176.8 28.2
Hom 83.8 55.2 94.4 34.6 61.4 27 19.7 171.1 28.6
Hom 70.9 58.6 80 34.8 56.7 25.6 17.6 168.5 25
Hom 76.9 58.3 85.5 35.7 59 25.5 18.7 170.2 26.6
Hom 75.8 55.8 87 37.6 58 24.9 18.3 172.8 25.4
Hom 69.3 60.1 83.3 36.1 57.2 23.5 17.2 160.6 26.9
Hom 63.4 48.9 76.4 32.3 58.9 25.2 18.3 173.7 21
Hom 66 49.4 88.9 33.8 55.3 25 18.4 166.9 23.7
Hom 56 56 85 34.9 54.2 25 18 158.8 22.2
Hom 64.5 53 87.3 34.6 53.8 24.3 18.2 168.9 22.6
Hom 77.9 56.6 91.1 34.7 60.3 26.3 18.7 170.4 26.8
Hom 54.2 49.9 75.9 31.9 55.3 22.4 17 155.7 22.4
Hom 62.4 53 83.2 33.3 52.2 22.2 16.7 156.6 25.4
Hom 71.6 51.4 87.1 35 57.9 25.8 18.6 168.7 25.2
Hom 77.3 60.6 93.1 35.8 60.1 27 18.8 175.5 25.1
Hom 63 48.8 72.3 32.7 55.2 24.1 17.3 169.5 21.9
Hom 80.8 59.5 92.3 37.7 60.2 26.4 17.7 171.9 27.3
Hom 66 53.4 87.5 33.1 52 23.2 17.6 158 26.4
Hom 67 52.1 89 33.9 55.8 25.3 18.7 163.1 25.2
Hom 80.1 55.8 88.7 38.8 61 26.3 18.9 173.6 26.6
Hom 80.3 61.3 78.9 34.3 61.5 28.8 20.5 183 24
Hom 66 53.8 79.9 35.3 58.5 26.1 18.3 171.8 22.4
Hom 66.5 53.5 79.8 35.1 57.7 25.4 17.6 166.2 24.1
Hom 83 59 96.5 36.6 59.2 25.6 18.5 174.3 27.3
Hom 62 50.6 81.9 33.5 54.3 24.7 17.3 160.4 24.1
Hom 79 57.2 84.6 36.4 60.2 27.3 18.4 177.2 25.2
Hom 59 50.7 78.3 32.4 55.5 22.7 17.8 163.9 22
Hom 66 55.5 77.5 34.4 55 25.7 18.2 168.3 23.3
Hom 52 46.2 75.4 29.8 54.1 23.3 17.6 162 19.8
Hom 58 52 78.8 31.5 54.1 23.5 16.8 161.7 22.2
Hom 83 57.3 89.9 37.1 58.9 25.4 19 178.5 26.1
Hom 65 50 80.7 34.3 55.5 25.1 17.8 168.4 22.9
Hom 69.9 54.3 89.5 34.8 55.1 24.7 17.9 164.3 25.9
Hom 63 51.2 84.3 32.3 53.5 24.5 18 161.9 24
Hom 91.4 59.1 102 37.1 60.3 24.8 18.6 172.6 30.7
Hom 73.4 53.4 91.2 34.7 54.2 24.1 17.8 164.7 27.1
Hom 82.2 57.9 105.6 36.3 55.3 24.8 18.1 160.8 31.8
Hom 79.7 55.8 91.2 34.7 57.4 26.5 19.5 173.5 26.5
Hom 61.6 49.2 80 31.4 57.5 26.3 19.7 171.7 20.9
Hom 72.4 56.2 84.4 35.9 58.1 24.7 18.3 172.4 24.4
Hom 59.6 48.6 79.3 32.4 56.5 25.2 17.7 166.8 21.4
Hom 69.6 52.7 85 33.7 56.6 26 18.7 174.5 22.9
Hom 80.9 57.8 88.8 35.7 58.1 25.8 18.2 172.6 27.2
Hom 59.1 48.5 75.3 32.3 54.1 25.2 18.3 168.3 20.9
Hom 70.5 51.5 88.2 34 55.8 23.2 17.2 169.8 24.5
Hom 85 57.6 93 42.3 59 25.1 18.5 173 28.4
Hom 74.6 55.1 103.8 36.5 51.9 22.1 16.8 152.7 32
Hom 52.9 46.3 68.1 31.8 54.4 25 17.4 167 19
Hom 63.7 52.8 75.8 32.7 56.6 24.6 18.7 168.6 22.4
Hom 73 55.8 92 33.3 55.7 23.1 16.1 160.3 28.4
Hom 83 54.6 94.2 35 56 24.8 18 167.7 29.5
Hom 65.3 50.4 90.3 34.2 53.6 23.2 17.5 158.9 25.9
Hom 77 57.4 94.9 34.8 57.7 23.9 18.3 166.6 27.7
Hom 74.3 54.6 91.1 35.4 56.7 26.1 18.4 167.4 26.5
Hom 64.4 51.3 85.7 33 55.1 23 17.4 162.6 24.4
Hom 78.3 53.1 92.3 35.3 58.1 25.6 19.2 175.7 25.4
Hom 67.6 53.4 90.3 33.5 54.6 24 17.2 157.6 27.2
Hom 56.4 46.2 80.3 31.3 50.8 23.2 17.7 152.4 24.3
Hom 95.1 60.1 104.6 39 58.5 25.9 18.8 171.4 32.4
Hom 73.1 57.3 95.3 34.6 55.2 24.1 17.3 160.5 28.4
Hom 52.6 45.1 75.1 30.3 53.3 24.2 17.1 166.4 19
Hom 64.7 52.2 79.7 33.6 55.2 25.5 19 159 25.6
Hom 76.8 55.4 93.8 36.4 58.2 25.8 18.3 173.6 25.5
Hom 75.9 57.6 80.9 36.8 57 26.9 19.3 172.9 25.4
Hom 61.9 47.7 75.9 33 56.4 25 19.1 171.1 21.1
Hom 65.8 49.6 87.9 35.6 56.6 24.3 17.9 166.8 23.7
Hom 66.6 55 85.9 34.2 54.2 24.6 18 163 25.1
Hom 74.7 53.1 94.4 36.1 58.1 25 18.1 165.4 27.3
Hom 70.4 53.7 90.1 32.6 54.3 24.9 17.7 159.8 27.6
Hom 86.6 59.7 96.7 37.5 62.2 25.9 19.9 174.1 28.6
Hom 76.1 59.6 90 35.4 59.2 24.8 17.5 175.9 24.6
Hom 67.6 56.6 80 34.5 60.1 26.8 19.4 170 23.4
Hom 85 61.3 94 36.9 58.2 27 18.7 176.4 27.3
Hom 77.6 56.4 91.3 33.5 56.2 26.6 19.5 171.5 26.4
Hom 72.2 54.6 88.5 33.5 57.6 25.4 17.6 171.1 24.7
Hom 86.1 61.5 89.5 38.2 61.7 25.5 18.3 179 26.9
Hom 54.4 48.4 74.7 30.7 53.2 23.5 18.3 161.3 20.9
Hom 82.1 58.2 93.3 35.2 57.4 26.8 19.7 172.9 27.5
Hom 59.2 51.8 73.9 31.7 54.1 26.1 18.9 166.4 21.4
Hom 76.2 57.5 80.9 37.4 61.5 25 18.7 175.6 24.7
Hom 80.5 58.3 96.1 36.2 56.7 24.6 17.7 164.6 29.7
Hom 92 65.1 96 38.7 62.7 26.5 19.3 180.7 28.2
Hom 60.6 49.8 83.6 32.8 57.4 25 18 162.7 22.9
Hom 59.5 52.7 79.1 34.4 56.3 26.5 19.3 168.4 21
Hom 88.8 61.2 99.3 36.7 57.1 23.1 17.7 168.2 31.4
Hom 53.4 52.3 68.5 30.5 50.3 23.4 18.3 153.5 22.7
Hom 70.6 54.6 82.6 33.6 58.4 27.5 19.1 178.3 22.2
Hom 77 62.4 84.1 36.2 60.7 25.7 18.8 174.9 25.2
Hom 63.2 52.5 78.3 32.5 56.5 25.5 17.9 166.7 22.7
Hom 62.9 52.8 81.7 30.4 55.4 23.4 16.4 166.3 22.7
Hom 62.9 48.5 80 32.6 58.1 25.1 18 168.9 22.1
Hom 60.4 52.4 78 33.8 59.7 24.3 18 169.9 20.9
Hom 63 55 77.7 34.9 56 25.7 17.7 169.2 22
Hom 60.4 56 76.2 33.5 55.5 24 17.7 160.2 23.5
Hom 53.7 48.7 68 30.7 53.1 24.3 19.1 160.3 20.9
Hom 62.9 52.2 81 33.4 55 24.4 18.5 162 24
Hom 57.1 49 73.3 32.7 56 26.1 18.4 168.3 20.2
Hom 69.4 59.2 84.2 36.4 56.6 26.1 18.8 164.6 25.6
Hom 52.1 48.4 72.4 31.8 58 24.8 18.6 166.8 18.7
Hom 59.3 47.7 81.3 32.6 55.2 23.9 16.6 162.9 22.4
Hom 54.6 48.3 80.3 31 52.5 23.3 17.4 155.3 22.6
Hom 64.2 51 81 31.8 56.1 25.8 18.8 164.3 23.8
Hom 60.1 52.6 77.6 34.1 55.4 23.3 17.8 161.9 22.9
Hom 83.2 58 91 36.4 64 26.5 20 181.1 25.4
Hom 63.8 51.1 79.5 33.7 54.9 25.3 18.2 168.1 22.6
Hom 67.6 55 87.1 35.3 56.8 23.2 16.9 165.6 24.7
Hom 55 48.1 77.7 32.3 53.3 23.5 17.2 158.9 21.8
Hom 73 52 91.1 33.5 56.8 24.8 18 162.9 27.5
Hom 60.9 49.2 88 32.9 56.3 23.1 16.5 160.1 23.8
Hom 71.4 55 87.2 34.9 57.1 26.1 18.5 169.3 24.9
Hom 62.7 52.3 83.1 32.8 54.2 23.7 18 162 23.9
Hom 66.4 50.1 92.1 34.2 55.7 23.6 17.9 165.2 24.3
Hom 69 52.3 89.9 35.4 55.7 26.3 18.6 165.7 25.1
Hom 66.3 54.9 87.2 35.3 55.6 22.9 18 160.9 25.6
Hom 62.1 51.7 84.7 33.8 56.3 23 17.5 162.6 23.5
Hom 77.2 58.2 89.9 37.9 58.8 25.3 17.6 170.1 26.7
Hom 71.7 53.2 92 34.3 54 24.3 18.1 161.7 27.4
Hom 62.8 53.4 79.5 34.6 56.1 24.6 17.1 164.3 23.3
Hom 78.9 59.3 89.9 36.8 56.8 26.7 19.7 173.9 26.1
Hom 57.1 49.5 75.5 32.8 55.6 24.2 17.4 164.2 21.2
Hom 64.8 49.7 87.2 33.1 57 25.2 18.9 164.5 24
Hom 64.9 54.1 91.1 33.6 51.9 23.3 16.9 155.8 26.7
Hom 81.8 58.7 94 35.6 57.4 25.7 19.1 168.4 28.8
Hom 79.1 60.9 92.5 36.4 58.4 24.8 17.6 167.2 28.3
Hom 79.6 59 95.2 37.5 60.6 25 17.6 168.6 28
Hom 51.3 46.8 78.2 31.8 53 23.4 17.3 158.5 20.4
Hom 66.4 55.5 90 35.2 51.2 22.8 16.8 151.5 28.9
Hom 84.8 56.1 96.1 36.9 61.6 27.3 20.4 173.8 28.1
Hom 67.3 50.4 89 33.4 54.5 24.2 17.6 161.8 25.7
Hom 65.7 49.5 71.6 36 60.5 26.6 19.6 182.7 19.7
Hom 79 59.7 86 38.1 58.3 26.1 17.8 170.7 27.1
Hom 67.7 56 82.3 34.2 58 26.4 17.4 170 23.4
Hom 57.4 48.8 75.6 32.1 55.7 24.4 17.1 169.9 19.9
Hom 57.6 48.5 72.8 30.5 57.6 26.2 20 167.8 20.5
Hom 60 50.7 76.3 32.9 56.3 24.2 17.1 161.1 23.1
Hom 64.9 52.3 80.4 33.5 56.7 26 19 169.4 22.6
Hom 61.1 54.7 76 35.3 58.1 25.8 17.9 170.2 21.1
Hom 61.7 50.9 82.5 35.8 54.8 25.2 17.1 158.6 24.5
Hom 58.4 52.3 80.8 33.4 53.7 23.6 16.2 154.9 24.3
Hom 74 56.4 86 35.7 57.7 25.4 17.6 171.3 25.2
Hom 56.4 49 74 33.6 55 24.1 17.3 164.1 20.9
Hom 66.2 52.7 86.3 33.9 58.8 25.6 17.9 169.3 23.1
Hom 61.8 50 77.7 31.1 58.8 26.8 19.7 172.5 20.8
Hom 53.5 47.6 72.4 30.5 53.9 24.1 17.1 167.4 19.1
Hom 70.8 53 94.1 33.8 55 25.7 18.5 162.4 26.8
Hom 74.1 56.8 89.2 35.8 58.3 26.2 18.6 165.4 27.1
Hom 66 52.9 81.3 34.3 56.4 25.5 17.6 167.3 23.6
Hom 75.6 53.7 91.9 35.6 56.8 24.6 18 164.2 28
Hom 63.2 53.3 83.4 33.6 55.3 24.5 18.2 161.1 24.4
Hom 72.6 53.4 88.3 34.5 55.5 24.2 17.8 162.5 27.5
Hom 67.5 51.5 87.3 34.8 54.5 25.1 18.1 158.3 26.9
Hom 57.5 48.5 76 31.9 56.1 24.6 17.5 161.7 22
Hom 68.8 53.3 86.7 35.3 56.3 25.5 17.8 169.6 23.9
Hom 75.8 57.6 96 35 57.3 25.9 18.2 167.6 27
Hom 58.3 54.7 80.1 33.6 53.7 23.9 17.4 156.7 23.7
Hom 66.2 56.2 85.2 34.1 53.6 23.7 17.4 161.2 25.5
Hom 51.9 49.9 77.3 31.7 51.3 22.3 17 155.4 21.5
Hom 62.3 54.4 72.6 32.4 57.3 26 18.3 168.3 22
Hom 66.3 55.9 84 33.2 55.5 24.6 18.2 164.7 24.4
Hom 71.6 56.9 88.1 34.7 57.4 25.7 18.7 164.1 26.6
Hom 72 56.5 92 34.1 55.1 25.3 17.7 164.6 26.6
Hom 65.8 51.2 85.7 32.3 54.1 24 16.9 162.9 24.8
Hom 59.3 50.4 83.2 32.7 54.6 23.2 16.2 158.2 23.7
Hom 56.3 52.2 76.3 30.6 56.2 26 18.9 164 20.9
Hom 72.5 58.3 86.7 34.4 55.3 24.2 17.9 166.4 26.2
Hom 62 50.5 77.3 32.4 58 25.4 18.2 169.4 21.6
Hom 76.4 53.4 91.5 36 57 25.4 19 171.4 26
Hom 64.2 53.5 78 32.8 58.3 26.2 19.4 169.7 22.3
Hom 54.5 49.6 80.6 30.5 53.7 24.9 17.9 162 20.8
Hom 72.5 56.5 94.6 36.4 56.2 23.3 16.5 157.8 29.1
Hom 74.8 59.7 86.3 35.7 57.1 26.4 19.1 170 25.9
Hom 66.3 57.2 79 33.9 55.2 24.5 17.8 164.3 24.6
Hom 65 54.7 87.8 33.3 53.9 23.1 17.2 157.7 26.1
Hom 62 52 73.9 32.7 57 26 19 168.3 21.9
Hom 63.5 52.3 79.5 32.9 60.4 26.9 19.5 174.4 20.9
Hom 64.4 53.9 74.9 34.6 54.1 24.9 17.8 169.7 22.4
Hom 72.1 56.1 88.3 34.4 58.8 26 18.3 168.8 25.3
Hom 58.7 50.5 79.4 33 54.4 23.9 17.5 166.9 21.1
Hom 68.9 55.5 86.8 34.1 54.2 25.4 17.4 162.6 26.1
Hom 52.4 51.6 73.5 31.4 52 23.6 16.5 158.4 20.9
Hom 60.3 52 80.3 33 55.5 24.9 18.1 163.4 22.6
Hom 61.8 55.3 87.3 32.7 53.1 23.3 17 158 24.8
Hom 65.6 55.7 78.1 36.5 59.3 26.7 18.5 173.8 21.7
Hom 59.8 53.4 77.2 31 56.3 25.5 17.8 167.3 21.4
Hom 60.1 49 76.8 31.6 57.3 27.2 20.2 170.9 20.6
Hom 58.3 51.2 74.5 32.1 56.2 25.4 17 171.2 19.9
Hom 50.7 46.3 72.7 30.4 54.6 23.5 16.7 159.5 19.9
Hom 52.3 50.9 73.4 31.4 55.7 24.6 18.6 168.3 18.5
Hom 65.3 52.9 81.5 33.3 55.6 25.4 17.9 166.3 23.6
Hom 63.8 49.5 78.9 32.5 59.7 26 18.7 177.1 20.3
Hom 54.3 48.4 74.1 31.7 53.5 25.4 17.5 162.8 20.5
Hom 58.9 49.2 80.4 31.4 53.5 23.6 16.8 158.8 23.4
Hom 46 45.2 67.3 30.4 52.4 22 16.8 161 17.8
Hom 53.7 48.2 67.3 30.8 53 24.6 17.7 167.3 19.2
Hom 64.1 50.7 82 32.7 56.7 24.7 17.6 172.7 21.5
Hom 51.6 47.4 70 30.2 53.6 23.5 17.6 165.3 18.9
Hom 57.3 50.2 71.8 31.2 53.9 24.8 17.4 169.1 20
Hom 72.5 58.1 86.1 35 57.7 26.1 19 173.4 24.1
Hom 55.1 53.4 74.9 32.8 53.6 23.4 17.7 161.3 21.2
Hom 63.7 55.4 82.7 35.1 54.1 23.5 16.7 157.5 25.7
Hom 55.8 49.9 69.1 30.7 56.2 24.5 17.4 170.8 19.1
Hom 51.4 50.3 69.1 31.6 54.1 23.2 17.3 160.2 20
Hom 70.8 56.1 79 35.4 58.5 26.5 18.6 171.5 24.1
Hom 60.5 55.1 72 35.3 55.8 24.7 18 166.9 21.7
Hom 76.1 57 94.7 36.5 58.2 25.2 18.5 165.8 27.7
Hom 59.7 51.9 78.3 31.3 55.8 25.8 18.5 170.4 20.6
Hom 69.8 54.7 90.6 34.9 53.8 24.5 18 161 26.9
Hom 70 53 92.2 35.3 54.1 23.8 17.1 159.2 27.6
Hom 81 59.4 91.3 37.1 60.8 25.7 18.1 177.3 25.8
Hom 83.8 61.7 93.1 36.4 59.5 25.9 18.5 175.4 27.2
Hom 71.4 52.9 82.2 34.2 61.1 26.8 19.6 180.1 22
Hom 59.4 53.2 84.9 32.4 52 23.4 16 154.6 24.9
Hom 52.9 48.8 81.9 30.8 57.1 24.2 17.7 165.6 19.3
Hom 81 60 97.3 36.9 58 25.1 17.7 167.1 29
Hom 79.1 58.4 80.5 35.9 56.5 27.1 18.6 173.9 26.2
Hom 61.8 49.2 90 32.2 54 23.6 17.4 158.6 24.6
Hom 60.8 53.3 75.4 35.2 55.3 24.3 17 167.7 21.6
Hom 67.3 54.1 88.6 34.3 55.1 23.2 17.7 163.7 25.1
Hom 60.7 53.6 79.8 31.7 52.6 23.2 16.8 158.3 24.2
Hom 62 51.1 77.1 32.4 57.4 25.2 18.9 171.5 21.1
Hom 62.4 52 82 32.3 55.1 24.4 18.1 165 22.9
Hom 71.2 58 87.2 34.2 56.3 25.6 17.7 166.6 25.7
Hom 61.4 51.2 79.6 32.8 58.2 25 17.3 170.7 21.1
Hom 70 57.4 80.9 34.8 53.5 24.9 17.2 163.4 26.2
Hom 59.1 51.9 75.3 35.4 55 24.6 18.1 170 20.5
Hom 69.6 53.8 87.1 36.3 59 24.6 17.6 174.9 22.8
Hom 75.5 62.3 85 39.5 57.9 24.5 17.7 167.2 27
Hom 75.9 55.6 88.4 37.5 59.4 25.7 18.4 176.4 24.4
Hom 76.1 60.6 92.4 39.2 56.2 23.9 16.9 164.3 28.2
Hom 73.1 58.5 86.4 38 59 24.3 17.6 170.2 25.2
Hom 57.7 50 75.5 33.9 54.5 24.1 17.5 167.4 20.6
Hom 65.8 55.5 83.3 37 53 23.6 16.8 163.2 24.7
Hom 69.6 54.4 93.1 35.2 57.7 25.2 18 167.4 26.4
Hom 62.1 51.1 76.7 34.1 54.3 25.2 18.2 168.3 21.9
Hom 80.7 60.7 95.1 36.4 57.9 25.6 18.7 167.8 28.7
Hom 70.8 56.9 91.8 37.6 56.7 24.4 17.5 162.4 26.8
Hom 68 53.9 79.4 34.9 57.9 25.2 18.6 176 22
Hom 77.7 63.7 89.6 37.1 58.5 25.5 17.7 169.7 27
Hom 64.4 51 95.3 33.9 52.1 22.9 16.7 159.1 25.4
Hom 89.2 58.3 107.3 39 62.1 26.9 19.1 180.5 27.4
Hom 59.8 50.9 77.7 34.5 55.6 24.4 17.4 167 21.4
Hom 79.9 57.9 91.6 37.3 59.5 26.1 18.1 176.1 25.8
Hom 89.5 60 99.9 40.7 59.8 27.5 19 177.3 28.5
Hom 73 56.2 90.5 38.2 61.2 26.7 17.8 172.9 24.4
Hom 75 57.4 90.2 35 60.6 27.4 19 177.5 23.8
Hom 71.3 59.7 84.4 38.5 57.2 25.2 17.5 168.9 25
Hom 58.2 50.3 74.7 35.9 58.7 26.5 17.8 172.7 19.5
Hom 67.3 51.8 92.5 34.7 54.2 24.2 17 158.1 26.9
Hom 70.4 56.6 85.3 36.7 58.6 25.5 18 175.2 22.9
Hom 79.7 59 94.3 36.7 59.6 26 19 173.7 26.4
Hom 76.1 58.5 85.7 38.5 57.1 27.9 19.8 178.8 23.8
Hom 70 53 89.2 37 57.8 25 18.5 172.7 23.5
Hom 55.7 48.4 76.3 32.7 52.5 25.8 18 166.2 20.2
Hom 74.3 53.7 92.1 35.8 55.6 26 18.5 169.2 26
Hom 79.2 55.6 90.7 38.6 56.4 26 18.4 173.5 26.3
Hom 52.1 48.1 80.1 29.6 50.3 22.5 17 152.9 22.3
Hom 66 57.4 86.7 34.5 54.6 24.4 18.4 157.6 26.6
Hom 60.4 54.5 75.5 34.8 59.4 26.2 18.3 174.3 19.9
Hom 86.7 61.6 95 37.1 58.9 26.4 20 174.1 28.6
Hom 71.7 60.5 92.9 35.6 54.6 24.6 17.4 162.6 27.1
Hom 78.2 59.8 95.1 35.7 57.7 25.2 18.6 171 26.7
Hom 70 55.1 78.9 35.6 57.6 26.6 19.9 177.1 22.3
Hom 59.2 49 78.5 34.2 54.4 26 19.4 169.7 20.6
Hom 67 56.6 84.8 36.9 57.3 25.7 18.6 170.9 22.9
Hom 72.6 53.6 87.7 36.6 57.1 26.1 18.3 174.9 23.7
Hom 71.5 58.6 94.2 36.8 54.4 25.4 18.4 161.2 27.5
Hom 66.5 57.1 75.9 34.6 54.9 24.8 17.9 167 23.8
Hom 90.8 61.1 102.5 36.5 59.5 26.4 20 170.6 31.2
Hom 58.3 49.7 67.4 33.2 55.4 25.6 18.6 171.5 19.8
Hom 77 59.7 91.1 38.9 59 25.4 18.4 171.1 26.3
Hom 66 56.1 88 35.9 53.5 23.6 16.6 160.8 25.5
Hom 70.1 55.6 78.3 35 56.6 25.4 18.6 172.5 23.6
Hom 62.5 51.9 78.1 34.4 56 24.1 18.6 167.3 22.3
Hom 78.2 58.4 90.6 36.6 56.4 24.3 18.1 169 27.4
Hom 94.6 64.1 99.5 39.5 59 26.5 19.1 176.5 30.4
Hom 65.5 54 82.2 33.4 55 24.9 17.1 163.5 24.5
Hom 74.5 58.4 96.1 36.8 56.6 23.8 17.4 162.3 28.3
Hom 79.9 58.6 93.6 36.4 61.9 26.6 18.1 175.6 25.9
Hom 80.7 59.9 96.6 38.8 60.7 23.8 17.8 174.2 26.6
Hom 65.9 55.4 83.1 35.3 56.3 24.6 17.7 167.4 23.5
Hom 61.9 54.2 83.6 36.4 54.9 23.6 16.7 161.5 23.7
Hom 81.8 61.1 95 37.8 58.1 24.6 17.3 168.1 29
Hom 66.2 54.9 84.2 35.1 54.5 25 17.5 162.5 25.1
Hom 72 59.3 79.5 37.7 59.4 26.8 17.8 171.8 24.4
Hom 75.2 56.8 84.3 37.5 58.4 28.2 19 179.3 23.4
Hom 73.7 58.5 86.7 36.6 59.1 25.7 18.8 173.7 24.4
Hom 63.3 49.9 80.6 34 57.7 26.2 19.1 174.6 20.8
Hom 66 51.3 96.4 34.1 50.3 22.6 15.3 152.2 28.5
Hom 79.5 60 94.7 37 56.4 25 18.5 166.9 28.5
Hom 65 55.3 82.6 37.1 58.1 24.9 18 172.5 21.8
Hom 72.9 57.6 90.3 34 55.4 24.4 16.4 164.9 26.8
Hom 58.6 46.8 76.6 33.7 55.5 25.6 18 170.3 20.2
Hom 79.2 61.4 94.1 38.2 55.2 23.7 18.1 164.7 29.2
Hom 71.5 55.6 78.4 36.6 59.7 26.8 19.7 178.3 22.5
Hom 71.7 56 93.2 34.2 54.1 25 17.9 164.4 26.5
Hom 78.1 57.6 94.2 37.1 57.9 26.7 19 171.9 26.4
Hom 70.3 56.8 86.4 35.8 58.4 26.4 19 174.4 23.1
Hom 63.4 50.7 79.2 33.8 57.1 24.8 17.9 173.8 21
Hom 76.8 53.4 93.1 36.2 58 26.2 18.8 169.9 26.6
Hom 87.1 59.9 96 40.1 60.4 26.7 20 176 28.1
Hom 77.9 56.9 94.5 37.6 57.4 26.4 19.4 172.5 26.2
Hom 74.7 54.7 97.9 35.8 54.8 25.2 17.5 164.7 27.5
Hom 76.8 58.3 93.4 38.6 58.6 26.2 20.4 172.4 25.8
Hom 67.8 55.9 81.6 35.4 58.4 25.5 18 171.7 23
Hom 68.4 56.4 87.6 37.3 54.7 26.1 18.8 165.1 25.1
Hom 70 55.9 76.7 36.3 62 25.6 18.2 180.2 21.6
Hom 75.5 54 97.1 38.4 56.8 24.8 19.1 169.6 26.3
Hom 80.6 63.4 95.4 37.9 55.7 23.7 16.7 168.2 28.5
Hom 60.5 52.2 77.8 32.7 54.7 23.9 17.9 169.2 21.1
Hom 80.1 60.6 87.3 38.6 60.4 26.5 19 175.5 26
Hom 68.9 53.5 89.5 33.8 55.9 23.2 16.5 168.4 24.3
Hom 74.8 59.2 86.8 37.4 57.2 27.3 19.6 171.5 25.4
Hom 59.7 52.7 74.7 34.1 57.3 24.3 17 168.5 21
Hom 78.3 57.9 91.8 37.2 59.7 25.9 17.5 170.3 27
Hom 73.5 56.5 91.8 38.4 56.6 25.4 18.4 171.2 25.1
Hom 82.2 63.4 93.5 38.7 59.6 26 18.6 175.1 26.8
Hom 71.6 55 88.2 34.1 56.1 24 17.2 168.3 25.3
Hom 81.5 58.4 94.9 38.7 59 25 18 170.7 28
Hom 103.3 63.4 117.1 41.6 59.8 25.6 17.6 168.2 36.5
Hom 77.8 60.4 93.5 38 54.7 24.2 17.4 164.4 28.8
Hom 77.6 57.3 93.6 39.5 57.6 26 19 174 25.6
Hom 92 64 98.5 39.7 61 25.3 18.3 177.6 29.2
Hom 85.6 64.8 96.2 40.6 57.9 25.3 18.9 169.7 29.7
Hom 68.3 56 89.5 37.8 55.7 26.3 18.5 166.7 24.6
Hom 77.2 55.1 91.7 37.5 58.5 25.5 18.5 175.5 25.1
Hom 87.6 61.2 96.1 40.7 61 26.6 18.5 171.1 29.9
Hom 73.4 54.1 94.2 37 55.9 23.7 17.2 165.1 26.9
Hom 70.4 56.3 92.4 38.3 55.3 24.6 17.1 163.8 26.2
Hom 70.2 56.7 97.2 37.7 53.2 23 16.7 156.5 28.7
Hom 87.4 64 99 38.6 57.1 27.1 19.9 172.1 29.5
Hom 66.7 54.1 86.7 34 57.5 26.1 19.5 169.9 23.1
Hom 89.5 63.3 96.9 39.7 59.1 27 20 174.2 29.5
Hom 75.8 55.4 95.6 35.9 52.4 23.6 17.5 159.5 29.8
Hom 92.1 64.7 95.5 40.6 61 25.9 19.4 179.9 28.5
Hom 77.9 57.5 86.8 41.1 58 26 19.5 174.6 25.6
Hom 66 51.9 85.3 35.6 57 25 18.8 169.7 22.9
Hom 101.8 65.3 108.6 40.5 59.9 25.4 17.4 169.5 35.4
Hom 98.2 66.1 102.2 42.7 63.4 26.8 18.9 184.5 28.9
Hom 61.5 53.2 86 34.7 58.1 26.2 18.5 170.5 21.2
Hom 84 62.3 100.7 40.1 57.1 25 16.6 167.3 30
Hom 81.6 62.2 87.7 39.1 57.8 25.8 18.5 172.1 27.6
Hom 73.5 55.2 89.3 36 59 24.1 17.8 171.8 24.9
Hom 69.7 53.1 90.7 36.2 52.4 24 17.8 161.7 26.7
Hom 71.3 56.6 83.6 38 57.3 26.7 18.7 170 24.7
Hom 65.8 56.7 86.4 36.3 57 24.5 18 169.9 22.8
Hom 53.4 49.2 80.4 31.3 54.7 22.2 16.5 163.7 19.9
Hom 65.5 54.5 79.1 34.7 57.1 24.5 18.5 171.9 22.2
Hom 82.5 60.9 93.3 39.1 56.8 25.1 18.5 173.3 27.5
Hom 70.4 54.8 82.3 34.4 58.3 25.2 18.1 174.7 23.1
Hom 74.4 57.8 91.1 38.2 57.9 24.5 17.9 172.4 25
Hom 76.4 55.5 102 35.7 56.5 25.1 18.4 166.1 27.7
Hom 63.8 53.2 78.9 35.4 58.1 25.5 19 173.1 21.3
Hom 67.5 54.5 87 35.7 58.1 25.9 18.9 176.7 21.6
Hom 61.3 54.7 77 34.4 56.3 24.6 18 163.1 23
Hom 73.8 55.4 89.2 35.1 61.8 25.5 19.5 175.3 24
Hom 60.5 49.7 78.7 33.5 59.6 26.7 19.4 171.7 20.5
Hom 82.6 59.8 93.3 37.4 57.7 26.3 19.5 172.9 27.6
Hom 75.5 57.4 89.3 37.1 55.9 25 18.9 170.2 26.1
Hom 79.5 58.2 102.3 37.9 56.8 23.6 17.6 165.6 29
Hom 84.5 60 97.3 37.9 58.8 26.1 19.2 174.6 27.7
Hom 63.7 57.8 76.3 37.1 56 24.8 17.3 167.6 22.7
Hom 69.3 54.2 93.2 36.5 53.7 24.3 18.1 160.3 27
Hom 82.6 63.7 98.4 38.9 54.6 23.9 17.2 161.2 31.8
Hom 72.2 57.7 98.2 35.4 53 23.1 17.1 158.1 28.9
Hom 80.1 59.4 94.5 37.6 57.1 25.3 18.8 174.7 26.3
Hom 60.4 49.6 82.6 34.3 56.3 24.5 17.6 161.6 23.1
