Sexo,P1,P7,P16,P22,P27,P29,P38,CAT_IMC
Hom,82.2,57.9,105.6,36.3,24.8,18.1,160.8,OBESO
Hom,79.7,55.8,91.2,34.7,26.5,19.5,173.5,NORMAL
Hom,61.6,49.2,80,31.4,26.3,19.7,171.7,NORMAL
Hom,72.4,56.2,84.4,35.9,24.7,18.3,172.4,NORMAL
Hom,59.6,48.6,79.3,32.4,25.2,17.7,166.8,NORMAL
Hom,69.6,52.7,85,33.7,26,18.7,174.5,NORMAL
Hom,80.9,57.8,88.8,35.7,25.8,18.2,172.6,NORMAL
Hom,59.1,48.5,75.3,32.3,25.2,18.3,168.3,NORMAL
Hom,70.5,51.5,88.2,34,23.2,17.2,169.8,NORMAL
Hom,85,57.6,93,42.3,25.1,18.5,173,OBESO
Hom,74.6,55.1,103.8,36.5,22.1,16.8,152.7,OBESO
Hom,52.9,46.3,68.1,31.8,25,17.4,167,DELGADO
Hom,63.7,52.8,75.8,32.7,24.6,18.7,168.6,NORMAL
Hom,73,55.8,92,33.3,23.1,16.1,160.3,OBESO
Hom,83,54.6,94.2,35,24.8,18,167.7,OBESO
Hom,65.3,50.4,90.3,34.2,23.2,17.5,158.9,NORMAL
Hom,77,57.4,94.9,34.8,23.9,18.3,166.6,NORMAL
Hom,74.3,54.6,91.1,35.4,26.1,18.4,167.4,NORMAL
Hom,64.4,51.3,85.7,33,23,17.4,162.6,NORMAL
Hom,78.3,53.1,92.3,35.3,25.6,19.2,175.7,NORMAL
Hom,67.6,53.4,90.3,33.5,24,17.2,157.6,NORMAL
Hom,56.4,46.2,80.3,31.3,23.2,17.7,152.4,NORMAL
Hom,95.1,60.1,104.6,39,25.9,18.8,171.4,OBESO
Hom,73.1,57.3,95.3,34.6,24.1,17.3,160.5,OBESO
Hom,52.6,45.1,75.1,30.3,24.2,17.1,166.4,DELGADO
Hom,64.7,52.2,79.7,33.6,25.5,19,159,NORMAL
Hom,76.8,55.4,93.8,36.4,25.8,18.3,173.6,NORMAL
Hom,75.9,57.6,80.9,36.8,26.9,19.3,172.9,NORMAL
Hom,61.9,47.7,75.9,33,25,19.1,171.1,NORMAL
Hom,65.8,49.6,87.9,35.6,24.3,17.9,166.8,NORMAL
Hom,66.6,55,85.9,34.2,24.6,18,163,NORMAL
Hom,74.7,53.1,94.4,36.1,25,18.1,165.4,NORMAL
Hom,70.4,53.7,90.1,32.6,24.9,17.7,159.8,NORMAL
Hom,86.6,59.7,96.7,37.5,25.9,19.9,174.1,OBESO
Hom,76.1,59.6,90,35.4,24.8,17.5,175.9,NORMAL
Hom,67.6,56.6,80,34.5,26.8,19.4,170,NORMAL
Hom,85,61.3,94,36.9,27,18.7,176.4,NORMAL
Hom,77.6,56.4,91.3,33.5,26.6,19.5,171.5,NORMAL
Hom,72.2,54.6,88.5,33.5,25.4,17.6,171.1,NORMAL
Hom,86.1,61.5,89.5,38.2,25.5,18.3,179,NORMAL
Hom,54.4,48.4,74.7,30.7,23.5,18.3,161.3,NORMAL
Hom,82.1,58.2,93.3,35.2,26.8,19.7,172.9,NORMAL
Hom,59.2,51.8,73.9,31.7,26.1,18.9,166.4,NORMAL
Hom,76.2,57.5,80.9,37.4,25,18.7,175.6,NORMAL
Hom,80.5,58.3,96.1,36.2,24.6,,164.6,OBESO
Hom,92,65.1,96,38.7,26.5,19.3,180.7,OBESO
Hom,60.6,49.8,83.6,32.8,25,18,162.7,NORMAL
Hom,59.5,52.7,79.1,34.4,26.5,19.3,168.4,NORMAL
Hom,88.8,61.2,99.3,36.7,23.1,17.7,168.2,OBESO
Hom,53.4,52.3,68.5,30.5,23.4,18.3,153.5,NORMAL
Hom,70.6,54.6,82.6,33.6,27.5,19.1,178.3,NORMAL
Hom,77,62.4,84.1,36.2,25.7,18.8,174.9,NORMAL
Hom,63.2,52.5,78.3,32.5,25.5,17.9,166.7,NORMAL
Hom,62.9,52.8,81.7,30.4,23.4,16.4,166.3,NORMAL
Hom,62.9,48.5,80,32.6,25.1,18,168.9,NORMAL
Hom,60.4,52.4,78,33.8,24.3,18,169.9,NORMAL
Hom,63,55,77.7,34.9,25.7,17.7,169.2,NORMAL
Hom,60.4,56,76.2,33.5,24,17.7,160.2,NORMAL
Hom,53.7,48.7,68,30.7,24.3,19.1,160.3,NORMAL
Hom,62.9,52.2,81,33.4,24.4,18.5,162,NORMAL
Hom,57.1,49,73.3,32.7,26.1,18.4,168.3,NORMAL
Hom,69.4,59.2,84.2,36.4,26.1,18.8,164.6,NORMAL
Hom,52.1,48.4,72.4,31.8,24.8,,166.8,DELGADO
Hom,59.3,47.7,81.3,32.6,23.9,16.6,162.9,NORMAL
Hom,54.6,48.3,80.3,31,23.3,17.4,155.3,NORMAL
Hom,64.2,51,81,31.8,25.8,18.8,164.3,NORMAL
Hom,60.1,52.6,77.6,34.1,23.3,17.8,161.9,NORMAL
Hom,83.2,58,91,36.4,26.5,20,181.1,NORMAL
Hom,63.8,51.1,79.5,33.7,25.3,18.2,168.1,NORMAL
Hom,67.6,55,87.1,35.3,23.2,16.9,165.6,NORMAL
Hom,55,48.1,77.7,32.3,23.5,17.2,158.9,NORMAL
Hom,73,52,91.1,33.5,24.8,18,162.9,NORMAL
Hom,60.9,49.2,88,32.9,23.1,16.5,160.1,NORMAL
Hom,71.4,55,87.2,34.9,26.1,18.5,169.3,NORMAL
Hom,62.7,52.3,83.1,32.8,23.7,18,162,NORMAL
Hom,66.4,50.1,92.1,34.2,23.6,17.9,165.2,NORMAL
Hom,69,52.3,89.9,35.4,26.3,18.6,165.7,NORMAL
Hom,66.3,54.9,87.2,35.3,22.9,18,160.9,NORMAL
Hom,62.1,51.7,84.7,33.8,23,17.5,162.6,NORMAL
Hom,77.2,58.2,89.9,37.9,25.3,17.6,170.1,NORMAL
Hom,71.7,53.2,92,34.3,24.3,18.1,161.7,NORMAL
Hom,62.8,53.4,79.5,34.6,24.6,17.1,164.3,NORMAL
Hom,78.9,59.3,89.9,36.8,26.7,19.7,173.9,NORMAL
Hom,57.1,49.5,75.5,32.8,24.2,17.4,164.2,NORMAL
Hom,64.8,49.7,87.2,33.1,25.2,18.9,164.5,NORMAL
Hom,64.9,54.1,91.1,33.6,23.3,16.9,155.8,NORMAL
Hom,81.8,58.7,94,35.6,25.7,19.1,168.4,OBESO
Hom,79.1,60.9,92.5,36.4,24.8,17.6,167.2,OBESO
Hom,79.6,59,95.2,37.5,25,17.6,168.6,OBESO
Hom,51.3,46.8,78.2,31.8,23.4,17.3,158.5,NORMAL
Hom,66.4,55.5,90,35.2,22.8,16.8,151.5,OBESO
Hom,84.8,56.1,96.1,36.9,27.3,20.4,173.8,OBESO
Hom,67.3,50.4,89,33.4,24.2,17.6,161.8,NORMAL
Hom,65.7,49.5,71.6,36,26.6,19.6,182.7,DELGADO
Hom,79,59.7,86,38.1,26.1,17.8,170.7,NORMAL
Hom,67.7,56,82.3,34.2,26.4,17.4,170,NORMAL
Hom,57.4,48.8,75.6,32.1,24.4,17.1,169.9,DELGADO
Hom,57.6,48.5,72.8,30.5,26.2,20,167.8,NORMAL
Hom,60,50.7,76.3,32.9,24.2,17.1,161.1,NORMAL
Hom,64.9,52.3,80.4,33.5,26,19,169.4,NORMAL
Hom,61.1,54.7,76,35.3,25.8,17.9,170.2,NORMAL
Hom,61.7,50.9,82.5,35.8,25.2,17.1,158.6,NORMAL
Hom,58.4,52.3,80.8,33.4,23.6,16.2,154.9,NORMAL
Hom,74,56.4,86,35.7,25.4,17.6,171.3,NORMAL
Hom,56.4,49,74,33.6,24.1,17.3,164.1,NORMAL
Hom,66.2,52.7,86.3,33.9,25.6,17.9,169.3,NORMAL
Hom,61.8,50,77.7,31.1,26.8,19.7,172.5,NORMAL
Hom,53.5,47.6,72.4,30.5,24.1,17.1,167.4,DELGADO
Hom,70.8,53,94.1,33.8,25.7,18.5,162.4,NORMAL
Hom,74.1,56.8,89.2,35.8,26.2,18.6,165.4,NORMAL
Hom,66,52.9,81.3,34.3,25.5,17.6,167.3,NORMAL
Hom,75.6,53.7,91.9,35.6,24.6,18,164.2,OBESO
Hom,63.2,53.3,83.4,33.6,24.5,18.2,161.1,NORMAL
Hom,72.6,53.4,88.3,34.5,24.2,17.8,162.5,NORMAL
Hom,67.5,51.5,87.3,34.8,25.1,18.1,158.3,NORMAL
Hom,57.5,48.5,76,31.9,24.6,17.5,161.7,NORMAL
Hom,68.8,53.3,86.7,35.3,25.5,17.8,169.6,NORMAL
Hom,75.8,57.6,96,35,25.9,18.2,167.6,NORMAL
Hom,58.3,54.7,80.1,33.6,23.9,17.4,156.7,NORMAL
Hom,66.2,56.2,85.2,34.1,23.7,17.4,161.2,NORMAL
Hom,51.9,49.9,77.3,31.7,22.3,17,155.4,NORMAL
Hom,62.3,54.4,72.6,32.4,26,18.3,168.3,NORMAL
Hom,66.3,55.9,84,33.2,24.6,18.2,164.7,NORMAL
Hom,71.6,56.9,88.1,34.7,25.7,18.7,164.1,NORMAL
Hom,72,56.5,92,34.1,25.3,17.7,164.6,NORMAL
Hom,65.8,51.2,85.7,32.3,24,16.9,162.9,NORMAL
Hom,59.3,50.4,83.2,32.7,23.2,16.2,158.2,NORMAL
Hom,56.3,52.2,76.3,30.6,26,18.9,164,NORMAL
Hom,72.5,58.3,86.7,34.4,24.2,17.9,166.4,NORMAL
Hom,62,50.5,77.3,32.4,25.4,18.2,169.4,NORMAL
Hom,76.4,53.4,91.5,36,25.4,19,171.4,NORMAL
Hom,64.2,53.5,78,32.8,26.2,19.4,169.7,NORMAL
Hom,54.5,49.6,80.6,30.5,24.9,17.9,162,NORMAL
Hom,72.5,56.5,94.6,36.4,23.3,16.5,157.8,OBESO
Hom,74.8,59.7,86.3,35.7,26.4,19.1,170,NORMAL
Hom,66.3,57.2,79,33.9,24.5,17.8,164.3,NORMAL
Hom,65,54.7,87.8,33.3,23.1,17.2,157.7,NORMAL
Hom,62,52,73.9,32.7,26,19,168.3,NORMAL
Hom,63.5,52.3,79.5,32.9,26.9,19.5,174.4,NORMAL
Hom,64.4,53.9,74.9,34.6,24.9,17.8,169.7,NORMAL
Hom,72.1,56.1,88.3,34.4,26,18.3,168.8,NORMAL
Hom,58.7,50.5,79.4,33,23.9,17.5,166.9,NORMAL
Hom,68.9,55.5,86.8,34.1,25.4,17.4,162.6,NORMAL
Hom,52.4,51.6,73.5,31.4,23.6,16.5,158.4,NORMAL
Hom,60.3,52,80.3,33,24.9,18.1,163.4,NORMAL
Hom,61.8,55.3,87.3,32.7,23.3,17,158,NORMAL
Hom,65.6,55.7,78.1,36.5,26.7,18.5,173.8,NORMAL
Hom,59.8,53.4,77.2,31,25.5,17.8,167.3,NORMAL
Hom,60.1,49,76.8,31.6,27.2,20.2,170.9,NORMAL
Hom,58.3,51.2,74.5,32.1,25.4,17,171.2,DELGADO
Hom,50.7,46.3,72.7,30.4,23.5,16.7,159.5,DELGADO
Hom,,50.9,73.4,31.4,24.6,18.6,168.3,DELGADO
Hom,65.3,52.9,81.5,33.3,25.4,17.9,166.3,NORMAL
Hom,63.8,49.5,78.9,32.5,26,18.7,177.1,NORMAL
Hom,54.3,48.4,74.1,31.7,25.4,17.5,162.8,NORMAL
Hom,58.9,49.2,80.4,31.4,23.6,16.8,158.8,NORMAL
Hom,46,45.2,67.3,30.4,22,16.8,161,DELGADO
Hom,53.7,48.2,67.3,30.8,24.6,17.7,167.3,DELGADO
Hom,64.1,50.7,82,32.7,24.7,17.6,172.7,NORMAL
Hom,51.6,47.4,70,30.2,23.5,17.6,165.3,DELGADO
Hom,57.3,50.2,71.8,31.2,24.8,17.4,169.1,NORMAL
Hom,72.5,58.1,86.1,35,26.1,19,173.4,NORMAL
Hom,55.1,53.4,74.9,32.8,23.4,17.7,161.3,NORMAL
Hom,63.7,55.4,82.7,35.1,23.5,16.7,157.5,NORMAL
Hom,55.8,49.9,69.1,30.7,24.5,17.4,170.8,DELGADO
Hom,51.4,50.3,69.1,31.6,23.2,17.3,160.2,NORMAL
Hom,70.8,56.1,79,35.4,26.5,18.6,171.5,NORMAL
Hom,60.5,55.1,72,35.3,24.7,18,166.9,NORMAL
Hom,76.1,57,94.7,36.5,25.2,18.5,165.8,NORMAL
Hom,59.7,51.9,78.3,31.3,25.8,18.5,170.4,NORMAL
Hom,69.8,54.7,90.6,34.9,24.5,18,161,NORMAL
Hom,70,53,92.2,35.3,23.8,17.1,159.2,NORMAL
Hom,81,59.4,91.3,37.1,25.7,18.1,177.3,NORMAL
Hom,83.8,61.7,93.1,36.4,25.9,18.5,175.4,NORMAL
Hom,71.4,52.9,82.2,34.2,26.8,19.6,180.1,NORMAL
Hom,59.4,53.2,84.9,32.4,23.4,16,154.6,NORMAL
Hom,52.9,48.8,81.9,30.8,24.2,17.7,165.6,DELGADO
Hom,81,60,97.3,36.9,25.1,17.7,167.1,OBESO
Hom,79.1,58.4,80.5,35.9,27.1,18.6,173.9,NORMAL
Hom,61.8,49.2,90,32.2,23.6,17.4,158.6,NORMAL
Hom,60.8,53.3,75.4,35.2,24.3,17,167.7,NORMAL
Hom,67.3,54.1,88.6,34.3,23.2,17.7,163.7,NORMAL
Hom,60.7,53.6,79.8,31.7,23.2,16.8,158.3,NORMAL
Hom,62,51.1,77.1,32.4,25.2,18.9,171.5,NORMAL
Hom,62.4,52,82,32.3,24.4,18.1,165,NORMAL
Hom,71.2,58,87.2,34.2,25.6,17.7,166.6,NORMAL
Hom,61.4,51.2,79.6,32.8,25,17.3,170.7,NORMAL
Hom,70,57.4,80.9,34.8,24.9,17.2,163.4,NORMAL
Hom,59.1,51.9,75.3,35.4,24.6,18.1,170,NORMAL
Hom,69.6,53.8,87.1,36.3,24.6,17.6,174.9,NORMAL
Hom,75.5,62.3,85,39.5,24.5,17.7,167.2,NORMAL
Hom,75.9,55.6,88.4,37.5,25.7,18.4,176.4,NORMAL
Hom,76.1,60.6,92.4,39.2,23.9,16.9,164.3,OBESO
Hom,73.1,58.5,86.4,38,24.3,17.6,170.2,NORMAL
Hom,57.7,50,75.5,33.9,24.1,17.5,167.4,NORMAL
Hom,65.8,55.5,83.3,37,23.6,16.8,163.2,NORMAL
Hom,69.6,54.4,93.1,35.2,25.2,18,167.4,NORMAL
Hom,62.1,51.1,76.7,34.1,25.2,18.2,168.3,NORMAL
Hom,80.7,60.7,95.1,36.4,25.6,18.7,167.8,OBESO
Hom,70.8,56.9,91.8,37.6,24.4,17.5,162.4,NORMAL
Hom,,53.9,79.4,34.9,25.2,18.6,176,NORMAL
Hom,77.7,63.7,,37.1,25.5,17.7,169.7,NORMAL
Hom,64.4,51,95.3,33.9,22.9,16.7,159.1,NORMAL
Hom,89.2,58.3,107.3,39,,19.1,180.5,NORMAL
Hom,59.8,50.9,77.7,34.5,24.4,,167,NORMAL
Hom,79.9,57.9,91.6,37.3,26.1,18.1,176.1,NORMAL
Hom,89.5,60,99.9,40.7,27.5,19,177.3,OBESO
Hom,73,56.2,90.5,38.2,26.7,17.8,172.9,NORMAL
Hom,75,57.4,90.2,35,27.4,19,177.5,NORMAL
Hom,71.3,59.7,84.4,38.5,25.2,17.5,168.9,NORMAL
Hom,58.2,50.3,74.7,35.9,26.5,17.8,172.7,DELGADO
Hom,67.3,51.8,92.5,34.7,24.2,17,158.1,NORMAL
Hom,70.4,56.6,85.3,36.7,25.5,18,175.2,NORMAL
Hom,79.7,59,94.3,36.7,26,19,173.7,NORMAL
Hom,76.1,58.5,85.7,38.5,27.9,19.8,178.8,NORMAL
Hom,70,53,89.2,37,25,18.5,172.7,NORMAL
Hom,55.7,48.4,76.3,32.7,25.8,18,166.2,NORMAL
Hom,74.3,53.7,92.1,35.8,26,18.5,169.2,NORMAL
Hom,79.2,55.6,90.7,38.6,26,18.4,173.5,NORMAL
Hom,52.1,48.1,80.1,29.6,22.5,17,152.9,NORMAL
Hom,66,57.4,86.7,34.5,24.4,18.4,157.6,NORMAL
Hom,60.4,54.5,75.5,34.8,26.2,18.3,174.3,DELGADO
Hom,86.7,61.6,95,37.1,26.4,20,174.1,OBESO
Hom,71.7,60.5,92.9,35.6,24.6,17.4,162.6,NORMAL
Hom,78.2,59.8,95.1,35.7,25.2,18.6,171,NORMAL
Hom,70,55.1,78.9,35.6,26.6,19.9,177.1,NORMAL
Hom,59.2,49,78.5,34.2,26,19.4,169.7,NORMAL
Hom,67,56.6,84.8,36.9,25.7,18.6,170.9,NORMAL
Hom,72.6,53.6,87.7,36.6,26.1,18.3,174.9,NORMAL
Hom,71.5,58.6,94.2,36.8,25.4,18.4,161.2,NORMAL
Hom,66.5,57.1,75.9,34.6,24.8,17.9,167,NORMAL
Hom,90.8,61.1,102.5,,26.4,20,170.6,OBESO
Hom,58.3,49.7,67.4,33.2,25.6,18.6,171.5,DELGADO
Hom,77,59.7,91.1,38.9,25.4,18.4,171.1,NORMAL
Hom,66,56.1,88,35.9,23.6,16.6,160.8,NORMAL
Hom,70.1,55.6,78.3,35,25.4,18.6,172.5,NORMAL
Hom,62.5,51.9,78.1,34.4,24.1,18.6,167.3,NORMAL
Hom,78.2,58.4,90.6,36.6,24.3,18.1,169,NORMAL
Hom,94.6,64.1,99.5,39.5,26.5,19.1,176.5,OBESO
Hom,65.5,54,82.2,33.4,24.9,17.1,163.5,NORMAL
Hom,74.5,58.4,96.1,36.8,23.8,17.4,162.3,OBESO
Hom,79.9,58.6,93.6,36.4,26.6,18.1,175.6,NORMAL
Hom,80.7,59.9,96.6,38.8,23.8,17.8,174.2,NORMAL
Hom,65.9,55.4,83.1,35.3,24.6,17.7,167.4,NORMAL
Hom,61.9,54.2,83.6,36.4,23.6,16.7,161.5,NORMAL
Hom,81.8,61.1,95,37.8,24.6,17.3,168.1,OBESO
Hom,66.2,54.9,84.2,35.1,25,17.5,162.5,NORMAL
Hom,72,59.3,79.5,37.7,26.8,17.8,171.8,NORMAL
Hom,75.2,56.8,84.3,37.5,28.2,19,,NORMAL
Hom,73.7,58.5,86.7,36.6,25.7,18.8,173.7,NORMAL
Hom,63.3,49.9,80.6,34,26.2,19.1,174.6,NORMAL
Hom,66,51.3,96.4,34.1,22.6,15.3,152.2,OBESO
Hom,79.5,60,94.7,37,25,18.5,166.9,OBESO
Hom,,55.3,82.6,37.1,24.9,18,172.5,NORMAL
Hom,72.9,57.6,90.3,34,24.4,16.4,164.9,NORMAL
Hom,58.6,46.8,76.6,33.7,25.6,18,170.3,NORMAL
Hom,79.2,61.4,94.1,38.2,23.7,18.1,164.7,OBESO
Hom,71.5,55.6,78.4,36.6,26.8,19.7,178.3,NORMAL
Hom,71.7,56,93.2,34.2,25,17.9,164.4,NORMAL
Hom,78.1,57.6,94.2,37.1,26.7,19,171.9,NORMAL
Hom,70.3,56.8,86.4,35.8,26.4,19,174.4,NORMAL
Hom,63.4,50.7,79.2,33.8,24.8,17.9,173.8,NORMAL
Hom,76.8,53.4,93.1,36.2,26.2,18.8,169.9,NORMAL
Hom,87.1,59.9,96,40.1,26.7,20,176,OBESO
Hom,77.9,56.9,94.5,37.6,26.4,19.4,172.5,NORMAL
Hom,74.7,54.7,97.9,35.8,25.2,17.5,164.7,NORMAL
Hom,76.8,58.3,93.4,38.6,26.2,20.4,172.4,NORMAL
Hom,67.8,55.9,81.6,35.4,25.5,18,171.7,NORMAL
Hom,68.4,56.4,87.6,37.3,26.1,18.8,165.1,NORMAL
Hom,70,55.9,76.7,36.3,25.6,18.2,180.2,NORMAL
Hom,75.5,54,97.1,38.4,24.8,19.1,169.6,NORMAL
Hom,80.6,63.4,95.4,37.9,23.7,16.7,168.2,OBESO
Hom,60.5,52.2,77.8,32.7,23.9,17.9,169.2,NORMAL
Hom,80.1,60.6,87.3,38.6,26.5,19,175.5,NORMAL
Hom,68.9,53.5,89.5,33.8,23.2,16.5,168.4,NORMAL
Hom,74.8,59.2,86.8,37.4,27.3,19.6,171.5,NORMAL
Hom,59.7,52.7,74.7,34.1,24.3,17,168.5,NORMAL
Hom,78.3,57.9,91.8,37.2,25.9,17.5,170.3,NORMAL
Hom,73.5,56.5,91.8,38.4,25.4,18.4,171.2,NORMAL
Hom,82.2,63.4,93.5,38.7,26,18.6,175.1,NORMAL
Hom,71.6,55,88.2,34.1,24,17.2,168.3,NORMAL
Hom,81.5,58.4,94.9,38.7,25,18,170.7,OBESO
Hom,103.3,63.4,117.1,41.6,25.6,17.6,168.2,OBESO
Hom,77.8,60.4,93.5,38,24.2,17.4,164.4,OBESO
Hom,77.6,57.3,93.6,39.5,26,19,174,NORMAL
Hom,92,64,98.5,39.7,25.3,18.3,177.6,OBESO
Hom,85.6,64.8,96.2,40.6,25.3,18.9,169.7,OBESO
Hom,68.3,56,89.5,37.8,26.3,18.5,166.7,NORMAL
Hom,77.2,55.1,91.7,37.5,25.5,18.5,175.5,NORMAL
Hom,87.6,,96.1,40.7,26.6,18.5,171.1,OBESO
Hom,73.4,54.1,94.2,37,23.7,17.2,165.1,NORMAL
Hom,70.4,56.3,92.4,38.3,24.6,17.1,163.8,NORMAL
Hom,70.2,56.7,97.2,37.7,23,16.7,156.5,OBESO
Hom,87.4,64,99,38.6,27.1,19.9,172.1,OBESO
Hom,66.7,54.1,86.7,34,26.1,19.5,169.9,NORMAL
Hom,89.5,63.3,96.9,39.7,27,20,174.2,OBESO
Hom,75.8,55.4,95.6,35.9,23.6,17.5,159.5,OBESO
Hom,92.1,64.7,95.5,40.6,25.9,19.4,179.9,OBESO
Hom,77.9,57.5,86.8,41.1,26,19.5,174.6,NORMAL
Hom,66,51.9,85.3,35.6,25,18.8,169.7,NORMAL
Hom,101.8,65.3,108.6,40.5,25.4,17.4,169.5,OBESO
Hom,98.2,66.1,102.2,,26.8,18.9,184.5,OBESO
Hom,61.5,53.2,86,34.7,26.2,18.5,170.5,NORMAL
Hom,84,62.3,100.7,40.1,25,16.6,167.3,OBESO
Hom,81.6,62.2,,39.1,25.8,18.5,172.1,NORMAL
Hom,73.5,55.2,89.3,36,24.1,17.8,171.8,NORMAL
Hom,69.7,53.1,90.7,36.2,24,17.8,161.7,NORMAL
Hom,71.3,56.6,83.6,,26.7,18.7,170,NORMAL
Hom,65.8,56.7,86.4,36.3,,18,169.9,NORMAL
Hom,53.4,49.2,80.4,31.3,22.2,16.5,163.7,DELGADO
Hom,65.5,54.5,79.1,34.7,24.5,18.5,171.9,NORMAL
Hom,82.5,60.9,93.3,39.1,25.1,18.5,173.3,NORMAL
Hom,70.4,54.8,82.3,34.4,25.2,18.1,174.7,NORMAL
Hom,74.4,57.8,91.1,38.2,24.5,17.9,172.4,NORMAL
Hom,76.4,55.5,102,35.7,25.1,18.4,166.1,NORMAL
Hom,63.8,,78.9,35.4,25.5,19,173.1,NORMAL
Hom,67.5,54.5,87,35.7,25.9,18.9,176.7,NORMAL
Hom,61.3,54.7,77,34.4,24.6,18,163.1,NORMAL
Hom,73.8,55.4,89.2,35.1,25.5,19.5,,NORMAL
Hom,60.5,49.7,78.7,33.5,26.7,19.4,171.7,NORMAL
Hom,82.6,59.8,93.3,37.4,26.3,19.5,172.9,NORMAL
Hom,75.5,57.4,89.3,37.1,25,18.9,170.2,NORMAL
Hom,79.5,58.2,102.3,37.9,23.6,17.6,165.6,OBESO
Hom,84.5,60,97.3,37.9,26.1,19.2,174.6,NORMAL
Hom,63.7,57.8,76.3,37.1,24.8,17.3,167.6,NORMAL
Hom,69.3,54.2,93.2,36.5,24.3,18.1,160.3,NORMAL
Hom,82.6,63.7,98.4,38.9,23.9,17.2,161.2,OBESO
Hom,72.2,57.7,98.2,35.4,23.1,17.1,158.1,OBESO
Hom,80.1,59.4,94.5,37.6,25.3,18.8,174.7,NORMAL
Hom,60.4,49.6,82.6,34.3,24.5,17.6,161.6,NORMAL
Hom,70,52.1,89.2,35.2,26.3,19,174.3,NORMAL
Hom,68.5,57.3,88.3,35.2,24.5,17.6,162.8,NORMAL
Hom,76.2,55.5,89.6,35.6,26.7,20,175.9,NORMAL
Hom,66.9,57,82.6,36.2,25.2,18.3,163.6,NORMAL
Hom,56.5,50.1,72.4,30.9,25,18.3,164.2,NORMAL
Hom,70.1,55.3,83.2,35.4,25.9,18.3,172.6,NORMAL
Hom,80.7,56.2,91.9,36.9,26.1,19.1,170.6,NORMAL
Hom,74.2,55.1,89.1,34.6,23.8,17.8,168.6,NORMAL
Hom,82.6,55.8,94.7,41.7,26.8,19,172.1,NORMAL
Hom,72.9,58.8,85.1,38,24.8,17.4,162.9,NORMAL
Hom,73.4,56.3,93.6,38.6,25,19,167,NORMAL
Hom,70.4,58,79.5,36.5,26.4,18.8,169.8,NORMAL
Hom,75.9,56,88,36.5,25.9,18.3,178.1,NORMAL
Hom,53,45.6,76.2,32.3,23.6,18.1,162,NORMAL
Hom,79.2,52.1,93.3,35.9,25,17.8,174.8,NORMAL
Hom,77.3,58.7,84.5,36.9,26.1,18.7,175.3,NORMAL
Hom,72.6,57.7,81.7,37.8,24.4,17.6,167.7,NORMAL
Hom,56.1,51.4,80.1,33.5,22.3,16.8,158.2,NORMAL
Hom,71.1,51.3,89.4,34.3,25,18.8,166.6,NORMAL
Hom,67.2,50.3,94,33.2,24.6,17.4,160.4,NORMAL
Hom,69.9,55,90.8,34,26,18.6,167.4,NORMAL
Hom,60.8,52.8,77.9,35.6,25,16.8,167.4,NORMAL
Hom,65.5,52.7,85.6,34,24.9,17.3,168.8,NORMAL
Hom,63.8,51.6,81.3,33.2,25.4,19,165.9,NORMAL
Hom,85.5,57.1,100.4,37.6,26.2,19.4,173.2,OBESO
Hom,75.1,55.3,86,37.5,25.1,18.1,167.5,NORMAL
Hom,73.9,52.1,92,36.7,25.7,18,178.2,NORMAL
Hom,68.5,54.5,89.1,35.4,25.6,18.2,161.7,NORMAL
Hom,80.9,64,98.2,37,23.2,17.1,160.9,OBESO
Hom,89.6,65.1,102.1,40.1,26,18.6,168,OBESO
Hom,75.8,61.4,85.6,38.3,25.7,19.2,180.5,NORMAL
Hom,59.6,52,76.4,33.7,24.2,16.8,164,NORMAL
Hom,69.8,56.8,85.4,34.5,25,16.5,161.2,NORMAL
Hom,73.6,54.2,83.3,36.3,27.2,20.4,176.2,NORMAL
Hom,62.8,51.6,85.9,36.1,24.6,17.8,163.4,NORMAL
Hom,65.5,55.1,81.9,34.6,24.5,17.6,168.6,NORMAL
Hom,90.6,62.4,92.1,40.5,26,18.8,183.8,NORMAL
Hom,66.9,53.6,88,36,23.5,18.3,161.1,NORMAL
Hom,103.4,64.2,110.4,40.8,26.5,20.2,172.3,OBESO
Hom,80.8,59.7,93.3,39.5,25.9,18.2,170.6,NORMAL
Hom,67.5,55.2,82.3,36.8,24.8,17.7,169.5,NORMAL
Hom,68.9,56,77.5,38.2,24,18.1,169.3,NORMAL
Hom,81,58.5,88.2,37.8,26.9,19.7,173.9,NORMAL
Hom,75.4,61.7,86.8,38.9,24.3,18.5,172.6,NORMAL
Hom,71.4,53.1,88.3,34.3,25.8,18.2,166.9,NORMAL
Hom,62.3,49.6,78.5,33.6,25.7,18.9,165.5,NORMAL
Hom,84.8,59.8,82.6,37.6,26.1,18.8,180.7,NORMAL
Hom,62.6,52.5,78,35.2,25.9,17.6,167.5,NORMAL
Hom,67.1,57.1,92.9,34.6,24.6,17.9,166.2,NORMAL
Hom,81.7,57.8,90,37.6,26.5,19.2,170.7,OBESO
Hom,59.1,52.5,78.1,33.1,23.5,18.1,164,NORMAL
Hom,71.4,52.4,94.4,36.7,23.7,17.7,165,NORMAL
Hom,75.6,56.4,88.6,37.6,26.4,17.4,170.2,NORMAL
Hom,59.7,51.2,72.3,32.7,26,18,167.8,NORMAL
Hom,70.5,53.2,92,36.3,25.6,18.3,171.2,NORMAL
Hom,54,49.3,70.7,33.2,23.7,17,164.4,NORMAL
